"logFC" "logCPM" "PValue" "FDR"
"AT1G33811" -1.42366932046543 5.49979049112965 0.0347046154593312 1
"AT1G68360" 1.84979361896206 1.31684446044109 0.034765336565713 1
"AT4G07825" -1.45750449883216 4.40366405982913 0.0347672083411684 1
"AT1G45616" -5.99134178352068 -0.924416135903261 0.0347826086956522 1
"AT1G73550" -5.99134178352068 -0.924416135903261 0.0347826086956522 1
"AT2G26160" -5.99134178352068 -0.924416135903261 0.0347826086956522 1
"AT3G19230" -5.99134178352068 -0.924416135903261 0.0347826086956522 1
"AT4G37220" -5.99134178352068 -0.924416135903261 0.0347826086956522 1
"AT5G02330" -5.99134178352068 -0.924416135903261 0.0347826086956522 1
"AT5G34795" -5.99134178352068 -0.924416135903261 0.0347826086956522 1
"AT3G48510" 5.89174802335959 -0.640914768911927 0.0347826086956522 1
"AT4G35295" 5.89174802335959 -0.640914768911927 0.0347826086956522 1
"AT5G05340" 5.89174802335959 -0.640914768911927 0.0347826086956522 1
"AT1G58725" 5.72485715696552 -0.752232691479961 0.0347826086956522 1
"AT2G33160" 5.72485715696552 -0.752232691479961 0.0347826086956522 1
"AT2G47050" 5.72485715696552 -0.752232691479961 0.0347826086956522 1
"AT4G22640" 5.72485715696552 -0.752232691479961 0.0347826086956522 1
"AT5G42380" 5.72485715696552 -0.752232691479961 0.0347826086956522 1
"AT5G54165" 5.72485715696552 -0.752232691479961 0.0347826086956522 1
"AT4G22235" 2.09492079087585 0.797640336690936 0.0349450414680137 1
"AT5G18050" 2.09492079087585 0.797640336690936 0.0349450414680137 1
"AT5G42250" -1.44364262032768 4.74652765949554 0.034995127671912 1
"AT1G31810" -1.44867154082738 4.31056426126678 0.0350568033488038 1
"AT1G74360" -1.72094547432844 1.53638816529628 0.0351931349348561 1
"AT4G27400" -1.72094547432844 1.53638816529628 0.0351931349348561 1
"AT1G01448" -1.71555906994416 1.77048026726782 0.0353248367893147 1
"AT5G49730" -1.48310829996467 3.51600306520844 0.0356828143679038 1
"AT5G43580" 1.42080210916713 5.47874668975923 0.0359944117785521 1
"AT1G09750" -1.40471104541738 6.54532528494275 0.0360521913272519 1
"AT3G45970" -1.46850356546404 3.48568303001673 0.0360956810206433 1
"AT3G58810" 1.48194720063856 3.70005889020359 0.0361553877006604 1
"AT1G54540" 1.57561189212573 2.86113867023037 0.0361650126455752 1
"AT2G36490" -1.42588228662472 4.61347536197582 0.0361844995656712 1
"AT5G46050" -1.93291317326494 1.04804284071259 0.036252812854663 1
"AT3G49330" 1.69349176771606 2.00999785098926 0.0363900353489592 1
"AT1G61930" 1.88620789867165 1.5153887313874 0.0365433001600124 1
"AT3G27250" 1.88620789867165 1.5153887313874 0.0365433001600124 1
"AT3G25590" 1.63080620544237 2.47369042223213 0.0367504947451889 1
"AT4G31730" 1.46376390429707 3.96596708624439 0.0368659591317288 1
"AT3G14900" -1.44172162820838 4.15252366351199 0.036912232343541 1
"AT2G27580" 1.4329079986605 4.61357472732854 0.0374953569813383 1
"AT1G18140" 1.72083070927886 1.92386830180789 0.0375766809236578 1
"AT3G55710" -1.64425285858472 1.85941058122579 0.0375766809236578 1
"AT5G38560" -1.43516409943833 4.33393873156549 0.0376117307708589 1
"AT1G21580" -1.40387508975057 5.22056383062101 0.0381349232422131 1
"AT3G25010" -2.3426749140617 0.168597890640225 0.0381991716808179 1
"AT3G49970" -2.3426749140617 0.168597890640225 0.0381991716808179 1
"AT3G18290" -1.38648895560399 7.04813313637559 0.0382097967634853 1
"AT1G72390" -1.42065176916469 4.6881171213429 0.038292491458333 1
"AT1G58370" -1.47915645903492 3.05395833954241 0.0384457051967537 1
"AT1G59870" -1.37702151226206 8.47453588925156 0.0387703828198403 1
"AT1G18745" 1.44970720821055 3.81025633359712 0.0388699987949495 1
"AT5G04530" -1.391575390711 5.5288954660542 0.0390113514185627 1
"AT5G08230" -1.46963085828826 3.17626523824596 0.03906536745602 1
"AT5G07770" -1.49494584158296 2.83130734145708 0.0391577351498957 1
"AT3G48580" 3.19562011871501 0.0334244132154986 0.0396962808918121 1
"AT3G62950" -2.50088361131121 -0.0602009522959739 0.0396962808918121 1
"AT4G08410" -2.50088361131121 -0.0602009522959739 0.0396962808918121 1
"AT1G67105" 1.67216682785689 1.99433487428635 0.0397470573282397 1
"AT2G35140" -1.78857017291936 1.19159854393853 0.0399546697739034 1
"AT5G24160" 1.39597487930149 5.29352265956456 0.0399637603989663 1
"AT1G60360" -3.4965136453096 -0.537604647553619 0.0399704909450037 1
"ATCG01160" -3.4965136453096 -0.537604647553619 0.0399704909450037 1
"AT5G55410" -2.59624276869389 -0.436726462731359 0.0399704909450037 1
"AT1G70830" 1.36470503101058 9.00431140212686 0.0404220915960346 1
"AT2G40100" 1.4234381850163 4.17035802052758 0.0405145715558685 1
"AT5G22390" 1.6298877168635 2.24099925067586 0.0409763561508451 1
"AT5G03360" -1.60871304242895 1.83443509148599 0.04122522461289 1
"AT2G43720" 1.56506035169264 2.35240641962627 0.0414440581225439 1
"AT3G28040" -1.37475006955241 5.61163984589327 0.0417142855518536 1
"AT5G04560" -1.37488674938636 5.25673720809528 0.0422355424619556 1
"AT3G48970" 1.45070348035809 3.25742029101686 0.0424164379488163 1
"AT3G47342" 1.98861319483611 0.720384125913592 0.0426059876867701 1
"AT5G53390" 1.98861319483611 0.720384125913592 0.0426059876867701 1
"AT4G01430" -1.94298936064244 0.589520851355522 0.0426059876867701 1
"ATCG00170" -1.94298936064244 0.589520851355522 0.0426059876867701 1
"AT1G14687" 1.57848639644948 2.28504977776338 0.0427392337433361 1
"AT4G00050" 1.42227018860845 3.91264351013509 0.0429311805703321 1
"AT4G18630" 1.41960659867755 3.78848800817462 0.0431548258908719 1
"AT5G47700" 1.34721357706322 8.18412775521228 0.0431937141872442 1
"AT1G08830" 1.35121389768023 6.89132499341833 0.0433545896332261 1
"AT4G19830" -1.40679158717012 3.86998304670137 0.0434105765395226 1
"AT1G78440" 1.62854736336797 1.96245418905613 0.0434366874759743 1
"AT4G24460" -1.39851977509878 3.90790842580399 0.0434875698640586 1
"AT3G10650" -1.36321075000392 5.45139984994332 0.0436686736720781 1
"AT3G50270" -1.37591148765811 4.55050730088554 0.0439195773503835 1
"AT1G09995" 1.49926075153512 2.75167464545762 0.0440131479615498 1
"AT1G01190" -1.39096361746838 4.18875241303746 0.0440426880458959 1
"AT3G08850" -1.35613413926081 5.77110131372538 0.0440854769781393 1
"AT4G03390" -1.35629930334863 5.40707493468797 0.0441439420471118 1
"AT5G45330" -1.42095908632223 3.26017284523191 0.0441533817563559 1
"AT1G27750" -1.4111761495684 3.66619110128661 0.0441677114800518 1
"AT1G72230" 1.38466750654873 4.71667229598544 0.0441778368632259 1
"AT5G24770" 1.36222918801086 5.18713936320186 0.0446179968432121 1
"AT2G44080" -1.51458277588919 2.36041707472143 0.0446654136233828 1
"AT3G02515" 2.01560046883912 1.01426133756262 0.0447916998685362 1
"AT1G06475" 1.6272499486681 1.74065938478975 0.044841285113978 1
"AT2G35110" -1.36943156633692 4.75759201688611 0.0448650203351692 1
"AT5G45070" 1.36419483434548 5.1979052394159 0.0450812645166833 1
"AT4G19410" -1.33758776214567 6.79223384840701 0.0452626798231531 1
"AT1G02030" 2.21667497990484 0.541281623449697 0.0456518742351239 1
"AT1G49700" 2.15298124203849 0.495237455001453 0.0456518742351239 1
"AT2G03360" 2.15298124203849 0.495237455001453 0.0456518742351239 1
"AT2G05518" 2.15298124203849 0.495237455001453 0.0456518742351239 1
"AT4G02810" 2.15298124203849 0.495237455001453 0.0456518742351239 1
"AT5G03210" 2.15298124203849 0.495237455001453 0.0456518742351239 1
"AT2G21140" -1.35742982835656 5.08484362079981 0.0456970073918569 1
"AT3G14270" -1.3523308595312 5.30081466580645 0.0458219392307198 1
"AT5G49270" -1.54606009044376 2.19390812637502 0.0459596793620447 1
"AT5G47220" -1.49570647640966 2.20815585500606 0.0459596793620447 1
"AT5G49680" -1.49570647640966 2.20815585500606 0.0459596793620447 1
"AT5G52900" 1.46907512302684 2.88542494140396 0.0465007188335921 1
"AT2G42530" -1.32468876086801 7.59521951241127 0.0468430263530209 1
"AT5G50560" 1.68282079323124 1.65601116819177 0.0470814457860929 1
"AT5G58780" 1.65489004072704 1.63572630616769 0.0470814457860929 1
"AT4G02660" -1.63429282740042 1.55942525378518 0.0470814457860929 1
"AT1G52342" 1.39652565127749 3.74613172072475 0.0473248019193108 1
"AT5G55450" -1.63980133501934 1.71699587847685 0.0473358854502225 1
"AT5G51795" -1.56638151122845 1.73717873928631 0.0473358854502225 1
"AT3G14770" 1.41041253331173 3.53164911064231 0.0474047657685199 1
"AT4G37390" 1.43861404155427 3.28573932843046 0.0474985762983655 1
"AT5G59820" 1.53017597169587 2.08200151781037 0.0475903926842524 1
"AT3G07160" -1.32326473507498 6.53255955072149 0.0480083515173383 1
"AT4G18740" -1.39028166843137 3.65135402116864 0.048012049096126 1
"AT5G10020" -1.34787474173437 4.57544454919031 0.0481095309792917 1
"AT1G11700" 1.38059490386698 3.92877965968525 0.0483853216178697 1
"AT5G51300" -1.3299914499304 5.29025660965735 0.048407517759686 1
"AT1G55540" -1.36661016749142 3.82654943810034 0.048468503724537 1
"AT3G24870" -1.35037138447229 4.35808208783277 0.0491828341355446 1
"AT2G30040" 1.40756884763682 3.33473272987731 0.0491865431337731 1
"AT5G45850" 1.51095020525918 2.45583927943737 0.0492372151153931 1
"AT5G50240" 1.51095020525918 2.45583927943737 0.0492372151153931 1
"AT1G62620" 2.5058682292998 0.28292937319601 0.0493358128508295 1
"AT5G58595" 2.5058682292998 0.28292937319601 0.0493358128508295 1
"AT3G61900" 2.42851072950655 0.227174435439577 0.0493358128508295 1
"AT1G63530" -2.22807709730682 0.0922717006943062 0.0493358128508295 1
"AT2G05765" 1.40579921720068 3.2251056648063 0.0493616586196978 1
"AT1G08060" -1.36470522995632 3.92642765244188 0.0494749319349548 1
"AT3G22380" -1.31169318733481 7.04716775057565 0.0494914584409269 1
"AT5G23840" 1.65173855371109 1.87322381791042 0.0497052595267306 1
"AT1G66725" 1.39158027352221 3.45607357625503 0.0497985603280217 1
"AT3G62010" -1.32189553193515 5.50222024837639 0.0498957415789118 1
"AT1G21630" -1.31668460147671 5.69968928050301 0.0499751419615004 1
"AT3G50825" 1.46254068352972 2.83071723567977 0.050056089765227 1
"AT5G02190" -1.44029298141996 2.69436310163454 0.0502050354470279 1
"AT1G74850" -1.31363841174177 5.71342062966118 0.0504534289827779 1
"AT4G22690" -1.30771286181416 6.34708377114755 0.0505891925392189 1
"AT2G42750" -1.3157586147135 5.68699634001003 0.0506993623018899 1
"AT2G10940" -1.29762080544115 9.31354490332044 0.0508546326849716 1
"AT3G53720" -1.37917759743889 3.23073418957384 0.051114532213095 1
"AT2G42840" -1.2979617334666 7.92334024448621 0.0511628181461252 1
"AT4G14760" -1.32491636941098 4.97158351267722 0.0513867875672888 1
"AT1G28290" -1.3021803932293 6.70907175832165 0.0513990016498788 1
"AT3G17070" -1.44649253485161 2.73222286749613 0.0514187970392651 1
"AT3G62700" -1.30448162691292 6.37743366721595 0.0514798706091461 1
"AT5G07940" -1.31704650131174 5.01178027900663 0.0515319041116491 1
"AT1G70290" -1.3485836225017 3.88684003563583 0.051944176789777 1
"AT4G13890" 1.93236981513637 0.680017539269074 0.0520937749269222 1
"AT3G62430" -1.85603181686993 0.531838930185142 0.0520937749269222 1
"AT4G23220" -1.85603181686993 0.531838930185142 0.0520937749269222 1
"AT2G04570" -1.34776294417734 3.81325552344733 0.0522184813668442 1
"AT1G78020" 1.2921399367153 8.01428231282489 0.0522401493932561 1
"AT1G23935" -1.52695665888872 1.71013607851629 0.0522528593869185 1
"AT5G24740" -1.3222666805498 4.64310501796277 0.0522710731105578 1
"AT5G12850" -1.32233425994811 4.71623432341045 0.0523414527026091 1
"AT1G03940" 1.35687413733639 3.95649233737057 0.052351303558776 1
"AT2G22530" -1.38619748891229 3.14172644210617 0.052378530869025 1
"AT1G64790" -1.29516060687843 6.66007337949233 0.0524833180429672 1
"AT1G65870" 1.76109688307306 1.42330225373789 0.0528176087010682 1
"AT1G76610" 1.76109688307306 1.42330225373789 0.0528176087010682 1
"AT4G24180" 1.92583543864525 0.948583887804573 0.0528878547898802 1
"AT5G23150" -1.31981636011694 4.36702701189448 0.0535062528256261 1
"AT3G51400" -1.47215612925303 2.03834968718913 0.0536231561293768 1
"AT1G43140" 3.10342838485672 -0.0336035199984335 0.0536328609888605 1
"AT3G30725" 3.10342838485672 -0.0336035199984335 0.0536328609888605 1
"AT3G61450" 3.10342838485672 -0.0336035199984335 0.0536328609888605 1
"AT4G37050" 3.10342838485672 -0.0336035199984335 0.0536328609888605 1
"AT2G31083" -2.36462542269722 -0.149026060517421 0.0536328609888605 1
"AT2G31085" -2.36462542269722 -0.149026060517421 0.0536328609888605 1
"AT4G10370" -2.36462542269722 -0.149026060517421 0.0536328609888605 1
"AT5G11990" -2.36462542269722 -0.149026060517421 0.0536328609888605 1
"AT4G02510" -1.28428662748702 7.48784293260877 0.0538005427102155 1
"AT5G24410" 1.54436093702316 2.00009064105646 0.054095619013874 1
"AT2G37530" 1.5223863583314 1.98428648958491 0.054095619013874 1
"AT4G24680" -1.29665466836116 5.38944206138426 0.0540961810766797 1
"AT2G22740" -1.36233543516007 3.36993354632774 0.0541547176651518 1
"AT3G06145" 1.34124432169182 3.9006707772149 0.0544704217045806 1
"AT1G35290" 1.3746457927886 3.47532333644385 0.0546417649629619 1
"AT1G10930" -1.29613391882276 5.22291910519449 0.0548019822217318 1
"AT4G28290" 1.47880496222605 2.29008825473402 0.0549209193445383 1
"AT2G38210" 1.316716947414 4.48605785588289 0.0551292215534954 1
"AT2G23630" -1.48062867321434 2.09714718216763 0.0554865053056837 1
"AT2G29300" -1.48062867321434 2.09714718216763 0.0554865053056837 1
"AT4G21760" 1.32086803029482 4.41237869687574 0.0555920751419492 1
"AT3G55160" -1.33464105435819 3.98666602950567 0.0556343821593081 1
"AT3G23170" 1.31705980247246 4.32873891268673 0.055703692966162 1
"AT1G30410" -1.31057251303267 4.21218065733298 0.0558294787287183 1
"AT1G78450" 1.32287948151541 4.0585589792473 0.0559164048166773 1
"AT1G35260" 1.31292690398762 4.48336740254211 0.0560125087894606 1
"AT4G02540" -1.31519877589208 4.18155858470417 0.0560222741422043 1
"AT3G16280" 1.48844904723303 2.05205028031913 0.0561300455107009 1
"AT1G19115" -5.73283582340437 -1.08413098572337 0.0565217391304347 1
"AT1G21530" -5.73283582340437 -1.08413098572337 0.0565217391304347 1
"AT2G27120" -5.73283582340437 -1.08413098572337 0.0565217391304347 1
"AT3G03480" -5.73283582340437 -1.08413098572337 0.0565217391304347 1
"AT4G23230" -5.73283582340437 -1.08413098572337 0.0565217391304347 1
"AT4G25380" -5.73283582340437 -1.08413098572337 0.0565217391304347 1
"AT5G56700" -5.73283582340437 -1.08413098572337 0.0565217391304347 1
"ATMG00180" -5.73283582340437 -1.08413098572337 0.0565217391304347 1
"AT1G01520" 5.53610375690636 -0.873447645500717 0.0565217391304347 1
"AT1G48060" 5.53610375690636 -0.873447645500717 0.0565217391304347 1
"AT1G63910" 5.53610375690636 -0.873447645500717 0.0565217391304347 1
"AT1G80540" 5.53610375690636 -0.873447645500717 0.0565217391304347 1
"AT2G07739" 5.53610375690636 -0.873447645500717 0.0565217391304347 1
"AT4G01230" 5.53610375690636 -0.873447645500717 0.0565217391304347 1
"AT4G01500" 5.53610375690636 -0.873447645500717 0.0565217391304347 1
"AT4G15150" 5.53610375690636 -0.873447645500717 0.0565217391304347 1
"AT5G54000" 5.53610375690636 -0.873447645500717 0.0565217391304347 1
"AT5G59310" 5.53610375690636 -0.873447645500717 0.0565217391304347 1
"AT5G59340" 5.53610375690636 -0.873447645500717 0.0565217391304347 1
"AT3G19960" -1.28122732179074 5.70230943041012 0.0567700453828581 1
"AT4G14465" 1.31288872607373 4.4223685379218 0.0569077527848316 1
"AT2G01610" 1.41525536690144 2.94173233140537 0.0570199119165299 1
"ATCG00700" -2.13765669102064 0.300080689699355 0.0572733467616672 1
"AT2G38823" 2.08634507509027 0.447555286024023 0.0572733467616672 1
"AT3G02610" 2.08634507509027 0.447555286024023 0.0572733467616672 1
"AT4G23720" 2.08634507509027 0.447555286024023 0.0572733467616672 1
"AT3G20395" -1.88183294743498 0.356155206138182 0.0572733467616672 1
"AT4G04745" 1.30851501040549 4.30593142244462 0.0573096948000445 1
"AT5G40820" -1.41094206488029 2.4151074848733 0.0574402144392217 1
"AT2G23910" 1.27011008787313 6.42977247597807 0.0576302182552034 1
"AT1G55380" -1.83624881883915 0.689097414245579 0.0576833818407054 1
"AT1G12150" -2.40603498131836 -0.550730582916966 0.0577711144427786 1
"AT1G64310" -2.40603498131836 -0.550730582916966 0.0577711144427786 1
"AT4G27980" -2.40603498131836 -0.550730582916966 0.0577711144427786 1
"AT3G03450" 1.3423895086761 3.51308049077637 0.0578330218303705 1
"AT1G05710" 1.34584560458299 3.6836914862099 0.0580782438224153 1
"AT4G24700" 1.41369491742097 2.79565070344679 0.0581087438659326 1
"AT4G38420" -1.30177394899359 4.10193180399771 0.0582852792236668 1
"AT1G14120" 1.27585352663768 5.61444616552508 0.0583479884701285 1
"AT1G25540" -1.29214230653179 4.4449275569318 0.0583912661304896 1
"AT1G25450" -1.27582684842852 5.30956288845241 0.0584658736220497 1
"AT5G16200" 1.59735201377415 1.59421458521498 0.0586988478055329 1
"AT1G78940" -1.5443644743376 1.49796317877084 0.0586988478055329 1
"AT2G22990" -1.2572987226528 7.38318437579728 0.0589475903091337 1
"AT4G00800" -1.27630089934343 5.16991818681196 0.0591925373882385 1
"AT4G23460" -1.27065774153021 5.17160013495584 0.0591925373882385 1
"AT3G55760" -1.27074631680047 5.44760950863035 0.0593683955252164 1
"AT4G08850" -1.27471322021397 5.0449146896505 0.0595264783866382 1
"AT5G02760" -1.28408892501449 4.29071939462004 0.0598041926786639 1
"AT5G02580" 1.72804716937511 1.39925933911997 0.0598362075153709 1
"AT1G62400" -1.52455850510697 1.31405976248193 0.0598362075153709 1
"AT3G22550" 1.28900896771798 4.62189862893594 0.0599352412388647 1
"AT2G43510" 1.30176350664996 3.98185741901161 0.0602637887563599 1
"AT4G27730" -1.37663547648611 2.81023143134507 0.0603437093398382 1
"AT1G06980" 1.32513756007699 3.74620838952616 0.0604994723923372 1
"AT3G25500" -1.26488981215099 5.13912318294109 0.0606729679822025 1
"AT3G15680" 1.26830652957232 5.4162472343688 0.0607254716780672 1
"AT1G15780" -1.26657354292924 5.06364123371693 0.0608742288935666 1
"AT2G39690" -1.4876080659507 1.93691621400045 0.0609968705452642 1
"AT1G24210" 1.66291710019099 1.18160444846727 0.0611376649655872 1
"AT5G38150" -1.34044020378259 3.10982755270429 0.0612613204967751 1
"AT3G11460" -1.55255122210679 1.58205121588773 0.0613336485633478 1
"AT3G27920" 1.54656260461725 1.68259184970767 0.0613336485633478 1
"AT3G44200" -1.2803052856372 4.33931524252605 0.0613721661438881 1
"AT1G68940" -1.35413515794899 2.85407079585283 0.0614131563565364 1
"AT2G35230" -1.32151736465634 3.19057160471322 0.0614941967874204 1
"AT1G08590" -1.41190725081664 2.53233233384164 0.0615708691166537 1
"AT1G35530" -1.40841271908014 2.14806592863741 0.0616657279521073 1
"AT2G36050" -1.40841271908014 2.14806592863741 0.0616657279521073 1
"AT2G41480" 1.32925509233798 3.31327835089619 0.0617007643281714 1
"AT1G66820" 1.27108828460451 4.99484005208714 0.0617789499772041 1
"AT2G38600" 1.36499483945875 2.70921401831729 0.0619201157124971 1
"AT1G16270" -1.26624219021321 4.96310123296757 0.0619737330454713 1
"AT3G45260" -1.28195859246102 4.10003724536131 0.0623960194090236 1
"AT3G54600" 1.23944287099682 7.60640205944262 0.0625263011486862 1
"AT5G58660" 1.87876769686847 0.914496544745408 0.0625615693098682 1
"AT5G55670" -1.27726073114804 4.26493899392146 0.0626927102663294 1
"AT2G43800" -1.27410602101568 4.07059484397501 0.0627680674193978 1
"AT5G42140" -1.29438686824077 3.79079986267222 0.0627730215938903 1
"AT1G73260" 1.27201203970209 4.62324180121435 0.0628970574385608 1
"AT3G44670" -1.26136000904681 4.87960151766788 0.0630271427576553 1
"AT5G40490" -1.27807032602555 4.08539058893359 0.0632202259655073 1
"AT5G56040" -1.25175402712127 5.15836816458939 0.0633915908814068 1
"AT4G31570" -1.25362700716983 4.99271919447476 0.0636501081248744 1
"AT5G26270" 1.341220905976 3.14107078434935 0.0637225461165155 1
"AT1G52450" -1.51813958730845 1.63321876065179 0.0637892197266133 1
"AT1G66930" -1.76349486908793 0.472017510171092 0.0638717177078008 1
"AT3G10680" -1.76349486908793 0.472017510171092 0.0638717177078008 1
"AT4G19050" -1.76349486908793 0.472017510171092 0.0638717177078008 1
"AT1G01320" -1.22974409142575 8.4831556199022 0.0640191618450841 1
"AT2G21220" 2.34676912421292 0.169005857721748 0.0640299921723726 1
"AT3G15170" 2.34676912421292 0.169005857721748 0.0640299921723726 1
"AT5G50175" 2.34676912421292 0.169005857721748 0.0640299921723726 1
"AT1G74290" -2.10358481629416 0.0121359754635407 0.0640299921723726 1
"AT3G21020" -2.10358481629416 0.0121359754635407 0.0640299921723726 1
"AT5G20940" -2.10358481629416 0.0121359754635407 0.0640299921723726 1
"AT5G40340" -1.26706298958297 4.38925544903662 0.064297377717378 1
"AT4G21326" -1.47838313761438 1.87121580781473 0.0643524031703962 1
"AT2G13610" -1.27830748870526 4.03678900799267 0.0644990311403831 1
"AT4G22550" -1.41802336922283 2.05428780150243 0.0647070873691603 1
"AT3G12980" -1.25451135428087 4.8816655782609 0.0648019405036094 1
"AT2G25730" -1.23506493510269 6.30096634769732 0.0648098898462202 1
"AT1G79280" -1.23950680814789 5.91092647913534 0.0648420170182921 1
"AT2G16890" 1.28229228013538 4.06959237560066 0.0649558681251584 1
"AT4G22120" -1.24969122687365 4.86458041873899 0.0650568029363035 1
"AT1G26690" 1.27053055854859 4.17432889360525 0.0653974712097915 1
"AT4G14020" 1.29126509844201 3.61836041476449 0.0654429613036794 1
"AT4G22200" 1.24284116032353 5.28715954789334 0.0660621088814523 1
"AT1G58160" 1.55414645439831 1.80259854719291 0.0660818485838757 1
"AT3G44480" -1.23851488616166 5.23652249189015 0.0660876332875008 1
"AT5G49480" 1.22683751075001 6.56048833770362 0.0662463157905078 1
"AT1G17440" -1.25197140280416 4.46320151457091 0.0667429120853458 1
"AT4G21200" -1.74108744640147 0.916207132215312 0.0668460841471972 1
"AT3G50590" -1.2276650552868 5.99593991132404 0.0672723947266745 1
"AT4G24900" -1.34072981382581 2.92958547687983 0.0673274882053373 1
"AT3G32940" -1.27570372791174 3.44641102267828 0.0675096666200847 1
"AT3G47340" 1.36313723518709 2.75966332219556 0.0675467474282313 1
"AT2G20721" 1.69422255606944 1.3747776626091 0.06785228161336 1
"AT2G37870" 1.65958583158653 1.34984059911093 0.06785228161336 1
"AT5G43760" -1.21986395175648 6.34983901559835 0.0680508600819633 1
"AT1G08810" -1.32670266301627 3.05101967571327 0.0681082988484172 1
"AT4G13280" 1.49014966338677 1.642437775589 0.0681747058964302 1
"AT4G01680" 1.31196257825301 3.43080139519485 0.0683020329396132 1
"AT3G15120" -1.2466699383648 4.11077668801643 0.0684982460399325 1
"AT1G18710" 1.34893542707217 2.79956065974046 0.0686238830613135 1
"AT2G21080" -1.32965823844177 2.74723377356042 0.0686238830613135 1
"AT1G42470" -1.2555406425073 4.20686926488402 0.0687087184444386 1
"AT4G28270" 1.32107619588222 3.2018460514155 0.0687745243087843 1
"AT5G66040" 1.20987479634585 7.6597176101168 0.0688250748751716 1
"AT3G07100" -1.21649864966746 6.30311203135353 0.068850127899156 1
"AT4G40010" 1.37686786029043 2.42618415066271 0.0693224666836468 1
"AT4G19460" -1.75423596058328 0.635129453602241 0.0694192994524174 1
"AT2G30550" 1.25729676262014 4.07148601999893 0.0695865388269229 1
"AT2G25050" -1.27509384287915 3.65378783672389 0.0696869103309168 1
"AT1G07150" 1.4543800379873 1.93573224855386 0.0702353302177023 1
"AT3G18560" 1.27403992295442 3.49424728733486 0.0702920465985249 1
"AT4G15800" 1.21874211440143 5.39668153009975 0.0703129583059327 1
"AT2G37260" 1.29360400703178 3.25377055261306 0.0703307160848227 1
"AT4G17245" -1.34542661601479 2.41015650441618 0.070659333558632 1
"AT3G19050" -1.22704922592131 4.71909242436986 0.0706646477237828 1
"AT1G10300" -1.48465196939472 1.3752981723256 0.0707540278931752 1
"AT4G17330" -1.20582342073474 6.61150729292064 0.0708320917723838 1
"AT3G03790" -1.22012516861288 4.93746459761769 0.0709329146900012 1
"AT5G46400" -1.25872472330004 3.62627704015586 0.0710318130034893 1
"AT3G02832" 1.35021604682154 2.75051668759207 0.071042233297766 1
"AT2G23770" -1.32539524115773 2.58079123708468 0.0714607671716549 1
"AT5G59470" 1.33486426246573 2.88455951983839 0.0716503403698062 1
"AT2G42270" -1.23509629691728 4.11433772166264 0.0716850365002983 1
"AT3G56880" -1.23928822344255 4.12869211801427 0.0720879445513603 1
"AT1G12030" -2.03149568598407 0.230213792724163 0.0721088162689941 1
"AT3G04330" -2.03149568598407 0.230213792724163 0.0721088162689941 1
"AT4G26200" -2.03149568598407 0.230213792724163 0.0721088162689941 1
"ATCG00740" -2.03149568598407 0.230213792724163 0.0721088162689941 1
"AT3G20210" 2.01648139612187 0.398113809943398 0.0721088162689941 1
"AT2G24160" -1.77567194239841 0.289030100812783 0.0721088162689941 1
"AT5G49870" -1.77567194239841 0.289030100812783 0.0721088162689941 1
"AT5G55820" -1.23823235177563 4.08156094584455 0.072301715771425 1
"AT5G59570" 1.29456976785374 3.3223532893337 0.0725267160387932 1
"AT3G15500" 1.50275766765545 1.76584687835694 0.0727402507898182 1
"AT1G35720" 1.18938497600162 9.5005590154959 0.0727762091663588 1
"AT3G21150" 2.89923390499777 -0.178557476381498 0.0729734211235395 1
"AT1G76780" -2.21414294713351 -0.243072106949207 0.0729734211235395 1
"AT2G18540" -2.21414294713351 -0.243072106949207 0.0729734211235395 1
"AT2G40710" -2.21414294713351 -0.243072106949207 0.0729734211235395 1
"AT3G25880" -2.21414294713351 -0.243072106949207 0.0729734211235395 1
"AT3G27980" -2.21414294713351 -0.243072106949207 0.0729734211235395 1
"AT1G24460" -1.20833298370506 5.39004421308817 0.0730242117964298 1
"AT3G11745" 1.38706278263867 2.22477044604796 0.0731382964644979 1
"AT5G37540" -1.3597574601316 2.16276779876814 0.0731382964644979 1
"AT3G46370" -1.33445056910196 2.36290572845131 0.0738392490086008 1
"AT1G16800" -1.29394839609611 3.02850028717234 0.0738487247235684 1
"AT4G20340" -1.29394839609611 3.02850028717234 0.0738487247235684 1
"AT4G16120" -1.22723599737412 3.97646805855102 0.0739131394458979 1
"AT2G43340" 1.21466127830561 4.80411446326496 0.0739298151494392 1
"AT3G57965" -1.55946557845366 1.14421924982736 0.0740011409734814 1
"AT4G15160" -1.26945473075674 3.42337221935499 0.0741244989293603 1
"AT2G31180" 1.83011243791992 0.879518241949202 0.0741359843367163 1
"AT4G34400" 1.83011243791992 0.879518241949202 0.0741359843367163 1
"AT2G33480" 1.24358134434117 3.7620785494751 0.0742641504078185 1
"AT5G26220" -1.22486148001272 4.47149967071276 0.074290705919276 1
"AT4G19020" -1.2113825883338 4.98842548125915 0.0743395028389473 1
"AT1G79640" -1.27708156005639 3.06622836425575 0.0746622669553899 1
"AT3G08670" -1.23472006305927 3.7495789729087 0.0747696699533109 1
"AT2G14460" 1.22000670958311 4.70155285754683 0.0749363188312129 1
"AT5G23760" 1.2270513809239 4.14388062443787 0.0749628781166744 1
"AT1G65380" -1.2965971309961 2.87160684162171 0.0759406095163768 1
